roi_name	Foreperiod_Long_tau_p_raw	Foreperiod_Long_tau_p_fdr	GoNoGo_tau_p_raw	GoNoGo_tau_p_fdr	SATO_Accuracy_tau_p_raw	SATO_Accuracy_tau_p_fdr
SomMotA_9_L	0.60396	0.775534	0.009901	0.101549	0.950495	0.99258
SomMotA_9_R	0.643564	0.775534	0.346535	0.691772	0.871287	0.99258
SomMotA_ParOper_1_L	0.50495	0.775534	0.009901	0.101549	0.960396	0.99258
SomMotA_ParOper_1_R	0.653465	0.775534	0.534653	0.720072	0.118812	0.780078
SomMotB_1_L	0.594059	0.775534	0.009901	0.101549	0.970297	0.99258
SomMotB_1_R	0.683168	0.775534	0.653465	0.827171	0.910891	0.99258
SomMotB_2_L	0.594059	0.775534	0.009901	0.101549	0.960396	0.99258
SomMotB_2_R	0.673267	0.775534	0.346535	0.691772	0.881188	0.99258
SomMotB_3_L	0.594059	0.775534	0.821782	0.925419	0.970297	0.99258
SomMotB_3_R	0.217822	0.775534	0.158416	0.511019	0.39604	0.99258
SomMotB_4_L	0.633663	0.775534	0.841584	0.925419	0.980198	0.99258
SomMotB_4_R	0.643564	0.775534	0.564356	0.73293	0.089109	0.780078
SomMotB_5_L	0.574257	0.775534	0.732673	0.915842	0.970297	0.99258
SomMotB_5_R	0.227723	0.775534	0.148515	0.490958	0.386139	0.99258
SomMotB_6_L	0.524752	0.775534	0.693069	0.871785	0.960396	0.99258
SomMotB_6_R	0.80198	0.812132	0.118812	0.413259	0.287129	0.99258
SomMotB_7_L	0.60396	0.775534	0.841584	0.925419	0.970297	0.99258
SomMotB_7_R	0.693069	0.775534	0.019802	0.123762	0.158416	0.822939
SomMotB_8_L	0.485149	0.775534	0.029703	0.132013	0.960396	0.99258
SomMotB_9_L	0.633663	0.775534	0.851485	0.925419	0.960396	0.99258
SomMotB_Ins_1_L	0.60396	0.775534	0.910891	0.925419	0.960396	0.99258
SomMotB_Ins_1_R	0.227723	0.775534	0.178218	0.538829	0.584158	0.99258
SomMotB_Ins_2_R	0.762376	0.781924	0.049505	0.185065	0.227723	0.99258
SomMotB_ParOper_1_L	0.60396	0.775534	0.009901	0.101549	0.960396	0.99258
SomMotB_ParOper_1_R	0.742574	0.775534	0.623762	0.794602	0.19802	0.942951
SomMotB_ParOper_2_L	0.544554	0.775534	0.475248	0.716086	0.940594	0.99258
SomMotB_ParOper_2_R	0.683168	0.775534	0.564356	0.73293	0.108911	0.780078
VisualA_ExStr_10_L	0.455446	0.775534	0.019802	0.123762	0.940594	0.99258
VisualA_ExStr_10_R	0.584158	0.775534	0.376238	0.691772	0.09901	0.780078
VisualA_ExStr_11_L	0.475248	0.775534	0.267327	0.614179	0.762376	0.99258
VisualA_ExStr_11_R	0.594059	0.775534	0.019802	0.123762	0.079208	0.780078
VisualA_ExStr_12_R	0.60396	0.775534	0.455446	0.716086	0.069307	0.780078
VisualA_ExStr_1_L	0.49505	0.775534	0.009901	0.101549	0.960396	0.99258
VisualA_ExStr_1_R	0.50495	0.775534	0.445545	0.715734	0.128713	0.780078
VisualA_ExStr_2_L	0.574257	0.775534	0.50495	0.718791	0.970297	0.99258
VisualA_ExStr_2_R	0.643564	0.775534	0.029703	0.132013	0.128713	0.780078
VisualA_ExStr_3_L	0.574257	0.775534	0.485149	0.716086	0.970297	0.99258
VisualA_ExStr_3_R	0.534653	0.775534	0.415842	0.698893	0.831683	0.99258
VisualA_ExStr_4_L	0.435644	0.775534	0.356436	0.691772	0.940594	0.99258
VisualA_ExStr_4_R	0.613861	0.775534	0.415842	0.698893	0.128713	0.780078
VisualA_ExStr_5_L	0.465347	0.775534	0.277228	0.614179	0.722772	0.99258
VisualA_ExStr_5_R	0.554455	0.775534	0.386139	0.691772	0.841584	0.99258
VisualA_ExStr_6_L	0.415842	0.775534	0.455446	0.716086	0.90099	0.99258
VisualA_ExStr_6_R	0.594059	0.775534	0.39604	0.691772	0.138614	0.792079
VisualA_ExStr_7_L	0.465347	0.775534	0.257426	0.614179	0.722772	0.99258
VisualA_ExStr_7_R	0.653465	0.775534	0.029703	0.132013	0.089109	0.780078
VisualA_ExStr_8_L	0.475248	0.775534	0.50495	0.718791	0.970297	0.99258
VisualA_ExStr_8_R	0.693069	0.775534	0.029703	0.132013	0.089109	0.780078
VisualA_ExStr_9_L	0.435644	0.775534	0.019802	0.123762	0.950495	0.99258
VisualA_ExStr_9_R	0.554455	0.775534	0.39604	0.691772	0.841584	0.99258
VisualA_PrC_1_L	0.643564	0.775534	0.851485	0.925419	0.970297	0.99258
VisualA_PrC_1_R	0.237624	0.775534	0.178218	0.538829	0.475248	0.99258
VisualA_SPL_1_L	0.524752	0.775534	0.485149	0.716086	0.128713	0.780078
VisualA_SPL_1_R	0.663366	0.775534	0.356436	0.691772	0.148515	0.802783
VisualA_SPL_2_R	0.742574	0.775534	0.405941	0.693916	0.19802	0.942951
VisualB_ExStrInf_1_L	0.435644	0.775534	0.415842	0.698893	0.960396	0.99258
VisualB_ExStrInf_1_R	0.574257	0.775534	0.415842	0.698893	0.851485	0.99258
VisualB_ExStrInf_2_L	0.435644	0.775534	0.009901	0.101549	0.940594	0.99258
VisualB_ExStrInf_2_R	0.534653	0.775534	0.39604	0.691772	0.831683	0.99258
VisualB_ExStrInf_3_L	0.475248	0.775534	0.019802	0.123762	0.950495	0.99258
VisualB_ExStrInf_3_R	0.425743	0.775534	0.009901	0.101549	0.821782	0.99258
VisualB_ExStrInf_4_L	0.455446	0.775534	0.019802	0.123762	0.970297	0.99258
VisualB_ExStrInf_4_R	0.60396	0.775534	0.445545	0.715734	0.871287	0.99258
VisualB_ExStrSup_1_L	0.564356	0.775534	0.465347	0.716086	0.980198	0.99258
VisualB_ExStrSup_1_R	0.534653	0.775534	0.405941	0.693916	0.148515	0.802783
VisualB_ExStrSup_2_L	0.524752	0.775534	0.564356	0.73293	0.980198	0.99258
VisualB_ExStrSup_2_R	0.584158	0.775534	0.405941	0.693916	0.138614	0.792079
VisualB_ExStrSup_3_L	0.485149	0.775534	0.019802	0.123762	0.930693	0.99258
VisualB_ExStrSup_3_R	0.514851	0.775534	0.277228	0.614179	0.841584	0.99258
VisualB_ExStrSup_4_L	0.524752	0.775534	0.287129	0.614179	0.970297	0.99258
VisualB_ExStrSup_4_R	0.544554	0.775534	0.386139	0.691772	0.841584	0.99258
VisualB_ExStrSup_5_L	0.445545	0.775534	0.019802	0.123762	0.920792	0.99258
VisualB_ExStrSup_5_R	0.524752	0.775534	0.485149	0.716086	0.138614	0.792079
VisualB_SPL_1_R	0.70297	0.775534	0.346535	0.691772	0.970297	0.99258
VisualB_Striate_1_L	0.554455	0.775534	0.485149	0.716086	0.980198	0.99258
VisualB_Striate_1_R	0.564356	0.775534	0.405941	0.693916	0.851485	0.99258
VisualB_Striate_2_L	0.475248	0.775534	0.019802	0.123762	0.940594	0.99258
VisualB_Striate_2_R	0.514851	0.775534	0.376238	0.691772	0.841584	0.99258
VisualB_Striate_3_L	0.514851	0.775534	0.425743	0.709571	0.960396	0.99258
VisualB_Striate_3_R	0.574257	0.775534	0.544554	0.721264	0.891089	0.99258
VisualC_ExStr_1_L	0.574257	0.775534	0.514851	0.720072	0.960396	0.99258
VisualC_ExStr_1_R	0.554455	0.775534	0.386139	0.691772	0.871287	0.99258
VisualC_ExStr_2_L	0.50495	0.775534	0.009901	0.101549	0.950495	0.99258
VisualC_ExStr_2_R	0.544554	0.775534	0.39604	0.691772	0.871287	0.99258
VisualC_ExStr_3_L	0.465347	0.775534	0.009901	0.101549	0.950495	0.99258
VisualC_ExStr_3_R	0.574257	0.775534	0.316832	0.663522	0.881188	0.99258
VisualC_ExStr_4_R	0.50495	0.775534	0.435644	0.71417	0.831683	0.99258
VisualC_Striate_1_L	0.524752	0.775534	0.514851	0.720072	0.980198	0.99258
